path,class,bbox
images/train/46_2601.jpg,45,158.0 70.0 233.0 165.0
images/train/46_2602.jpg,45,17.0 26.0 479.0 162.0
images/train/46_2605.jpg,45,77.0 33.0 348.0 160.0
images/train/46_2608.jpg,45,173.0 111.0 240.0 113.0
images/train/46_2612.jpg,45,237.0 96.0 196.0 108.0
images/train/46_2615.jpg,45,94.0 42.0 337.0 216.0
images/train/46_2616.jpg,45,133.0 95.0 230.0 105.0
images/train/46_2620.jpg,45,53.0 101.0 293.0 107.0
images/train/46_2621.jpg,45,163.0 117.0 296.0 124.0
images/train/46_2623.jpg,45,25.0 108.0 355.0 147.0
images/train/46_2625.jpg,45,19.0 159.0 310.0 154.0
images/train/46_2626.jpg,45,94.0 96.0 187.0 122.0
images/train/46_2629.jpg,45,102.0 80.0 323.0 209.0
images/train/46_2634.jpg,45,66.0 92.0 324.0 191.0
images/train/46_2635.jpg,45,3.0 4.0 362.0 371.0
images/train/46_2637.jpg,45,47.0 88.0 383.0 168.0
images/train/46_2638.jpg,45,106.0 116.0 233.0 123.0
images/train/46_2639.jpg,45,76.0 62.0 368.0 147.0
images/train/46_2641.jpg,45,20.0 83.0 357.0 143.0
images/train/46_2642.jpg,45,88.0 96.0 299.0 128.0
images/train/46_2643.jpg,45,35.0 31.0 387.0 286.0
images/train/46_2644.jpg,45,132.0 66.0 203.0 182.0
images/train/46_2645.jpg,45,157.0 122.0 299.0 104.0
images/train/46_2646.jpg,45,123.0 72.0 169.0 139.0
images/train/46_2647.jpg,45,22.0 130.0 291.0 114.0
images/train/47_2651.jpg,46,51.0 91.0 239.0 317.0
images/train/47_2654.jpg,46,193.0 87.0 145.0 195.0
images/train/47_2656.jpg,46,108.0 84.0 248.0 255.0
images/train/47_2659.jpg,46,68.0 72.0 311.0 275.0
images/train/47_2661.jpg,46,16.0 135.0 207.0 320.0
images/train/47_2663.jpg,46,107.0 76.0 303.0 393.0
images/train/47_2664.jpg,46,26.0 18.0 427.0 311.0
images/train/47_2665.jpg,46,50.0 215.0 175.0 140.0
images/train/47_2666.jpg,46,81.0 124.0 166.0 191.0
images/train/47_2667.jpg,46,197.0 76.0 171.0 117.0
images/train/47_2668.jpg,46,145.0 89.0 317.0 235.0
images/train/47_2672.jpg,46,94.0 92.0 125.0 145.0
images/train/47_2679.jpg,46,102.0 71.0 282.0 245.0
images/train/47_2682.jpg,46,109.0 63.0 141.0 172.0
images/train/47_2683.jpg,46,90.0 44.0 200.0 252.0
images/train/47_2684.jpg,46,127.0 137.0 164.0 103.0
images/train/47_2686.jpg,46,166.0 38.0 309.0 345.0
images/train/47_2687.jpg,46,178.0 138.0 309.0 162.0
images/train/47_2688.jpg,46,24.0 27.0 439.0 288.0
images/train/47_2690.jpg,46,250.0 57.0 157.0 297.0
images/train/47_2692.jpg,46,83.0 148.0 178.0 289.0
images/train/47_2697.jpg,46,47.0 136.0 382.0 180.0
images/train/47_2698.jpg,46,52.0 116.0 232.0 299.0
images/train/47_2699.jpg,46,134.0 87.0 294.0 375.0
images/train/47_2700.jpg,46,212.0 138.0 244.0 276.0
images/train/47_2701.jpg,46,115.0 153.0 190.0 294.0
images/train/47_2702.jpg,46,79.0 77.0 395.0 253.0
images/train/47_2704.jpg,46,44.0 84.0 158.0 212.0
images/train/47_2706.jpg,46,140.0 135.0 109.0 135.0
images/train/47_2708.jpg,46,52.0 112.0 318.0 171.0
images/train/48_2714.jpg,47,8.0 59.0 298.0 226.0
images/train/48_2718.jpg,47,177.0 55.0 248.0 191.0
images/train/48_2719.jpg,47,94.0 110.0 110.0 120.0
images/train/48_2720.jpg,47,20.0 71.0 352.0 198.0
images/train/48_2721.jpg,47,238.0 63.0 217.0 196.0
images/train/48_2722.jpg,47,12.0 98.0 223.0 292.0
images/train/48_2723.jpg,47,80.0 159.0 223.0 135.0
images/train/48_2724.jpg,47,84.0 120.0 126.0 284.0
images/train/48_2726.jpg,47,53.0 189.0 195.0 200.0
images/train/48_2728.jpg,47,58.0 50.0 337.0 222.0
images/train/48_2729.jpg,47,34.0 109.0 358.0 209.0
images/train/48_2732.jpg,47,207.0 54.0 245.0 192.0
images/train/48_2734.jpg,47,89.0 99.0 279.0 220.0
images/train/48_2739.jpg,47,34.0 81.0 212.0 252.0
images/train/48_2741.jpg,47,67.0 44.0 273.0 296.0
images/train/48_2742.jpg,47,9.0 6.0 306.0 260.0
images/train/48_2743.jpg,47,100.0 46.0 187.0 284.0
images/train/48_2745.jpg,47,160.0 120.0 134.0 150.0
images/train/48_2747.jpg,47,269.0 154.0 204.0 148.0
images/train/48_2748.jpg,47,248.0 89.0 166.0 143.0
images/train/48_2749.jpg,47,269.0 84.0 157.0 256.0
images/train/48_2750.jpg,47,61.0 56.0 267.0 384.0
images/train/48_2754.jpg,47,83.0 262.0 136.0 132.0
images/train/48_2755.jpg,47,155.0 129.0 208.0 155.0
images/train/48_2756.jpg,47,129.0 66.0 166.0 124.0
images/train/48_2757.jpg,47,36.0 79.0 272.0 190.0
images/train/48_2758.jpg,47,43.0 104.0 166.0 100.0
images/train/48_2759.jpg,47,88.0 113.0 227.0 150.0
images/train/48_2762.jpg,47,36.0 80.0 277.0 148.0
images/train/48_2768.jpg,47,4.0 29.0 377.0 289.0
images/train/49_2771.jpg,48,64.0 35.0 372.0 258.0
images/train/49_2772.jpg,48,153.0 48.0 178.0 267.0
images/train/49_2775.jpg,48,15.0 18.0 486.0 333.0
images/train/49_2777.jpg,48,180.0 121.0 286.0 155.0
images/train/49_2779.jpg,48,131.0 81.0 162.0 177.0
images/train/49_2781.jpg,48,100.0 46.0 258.0 305.0
images/train/49_2786.jpg,48,64.0 90.0 200.0 361.0
images/train/49_2787.jpg,48,43.0 136.0 352.0 226.0
images/train/49_2788.jpg,48,39.0 103.0 340.0 123.0
images/train/49_2791.jpg,48,173.0 106.0 184.0 151.0
images/train/49_2793.jpg,48,169.0 26.0 330.0 348.0
images/train/49_2794.jpg,48,111.0 53.0 239.0 236.0
images/train/49_2795.jpg,48,83.0 212.0 202.0 216.0
images/train/49_2797.jpg,48,52.0 106.0 342.0 391.0
images/train/49_2798.jpg,48,244.0 83.0 177.0 194.0
images/train/49_2800.jpg,48,139.0 95.0 220.0 294.0
images/train/49_2808.jpg,48,194.0 117.0 164.0 128.0
images/train/49_2809.jpg,48,191.0 86.0 151.0 185.0
images/train/49_2811.jpg,48,143.0 53.0 319.0 214.0
images/train/49_2814.jpg,48,13.0 69.0 376.0 345.0
images/train/49_2815.jpg,48,82.0 92.0 276.0 230.0
images/train/49_2816.jpg,48,76.0 158.0 139.0 191.0
images/train/49_2817.jpg,48,75.0 63.0 303.0 179.0
images/train/49_2819.jpg,48,153.0 65.0 323.0 219.0
images/train/49_2820.jpg,48,62.0 59.0 335.0 210.0
images/train/49_2821.jpg,48,58.0 44.0 389.0 243.0
images/train/49_2823.jpg,48,98.0 71.0 342.0 122.0
images/train/49_2825.jpg,48,127.0 56.0 277.0 277.0
images/train/49_2827.jpg,48,39.0 27.0 435.0 222.0
images/train/49_2828.jpg,48,14.0 192.0 329.0 269.0
images/train/50_2832.jpg,49,274.0 49.0 141.0 140.0
images/train/50_2833.jpg,49,140.0 60.0 241.0 181.0
images/train/50_2838.jpg,49,111.0 50.0 282.0 169.0
images/train/50_2840.jpg,49,206.0 62.0 248.0 148.0
images/train/50_2841.jpg,49,157.0 76.0 270.0 139.0
images/train/50_2842.jpg,49,221.0 91.0 196.0 113.0
images/train/50_2843.jpg,49,135.0 117.0 143.0 105.0
images/train/50_2844.jpg,49,68.0 29.0 364.0 236.0
images/train/50_2849.jpg,49,105.0 74.0 202.0 214.0
images/train/50_2850.jpg,49,88.0 54.0 332.0 239.0
images/train/50_2854.jpg,49,145.0 107.0 250.0 154.0
images/train/50_2855.jpg,49,40.0 70.0 295.0 157.0
images/train/50_2856.jpg,49,216.0 133.0 258.0 148.0
images/train/50_2857.jpg,49,163.0 86.0 219.0 164.0
images/train/50_2859.jpg,49,69.0 33.0 341.0 218.0
images/train/50_2860.jpg,49,94.0 83.0 340.0 167.0
images/train/50_2861.jpg,49,161.0 116.0 324.0 146.0
images/train/50_2864.jpg,49,166.0 73.0 142.0 147.0
images/train/50_2865.jpg,49,196.0 93.0 252.0 140.0
images/train/50_2870.jpg,49,63.0 49.0 336.0 165.0
images/train/50_2871.jpg,49,101.0 84.0 212.0 135.0
images/train/50_2872.jpg,49,32.0 69.0 334.0 226.0
images/train/50_2876.jpg,49,113.0 72.0 278.0 162.0
images/train/50_2877.jpg,49,163.0 91.0 227.0 108.0
images/train/50_2881.jpg,49,106.0 48.0 331.0 239.0
images/train/50_2882.jpg,49,79.0 71.0 250.0 160.0
images/train/50_2884.jpg,49,161.0 94.0 285.0 160.0
images/train/50_2886.jpg,49,263.0 137.0 122.0 129.0
images/train/50_2888.jpg,49,24.0 7.0 312.0 174.0
images/train/50_2889.jpg,49,155.0 80.0 194.0 117.0
images/train/51_2890.jpg,50,87.0 87.0 249.0 120.0
images/train/51_2891.jpg,50,30.0 105.0 430.0 171.0
images/train/51_2894.jpg,50,64.0 82.0 275.0 168.0
images/train/51_2895.jpg,50,82.0 58.0 358.0 184.0
images/train/51_2896.jpg,50,9.0 80.0 334.0 310.0
images/train/51_2899.jpg,50,166.0 81.0 271.0 240.0
images/train/51_2903.jpg,50,30.0 119.0 271.0 155.0
images/train/51_2905.jpg,50,163.0 91.0 269.0 129.0
images/train/51_2907.jpg,50,71.0 48.0 297.0 184.0
images/train/51_2910.jpg,50,126.0 70.0 232.0 179.0
images/train/51_2911.jpg,50,66.0 70.0 337.0 207.0
images/train/51_2912.jpg,50,111.0 109.0 200.0 147.0
images/train/51_2914.jpg,50,116.0 78.0 243.0 188.0
images/train/51_2916.jpg,50,86.0 30.0 257.0 198.0
images/train/51_2922.jpg,50,124.0 67.0 293.0 213.0
images/train/51_2925.jpg,50,117.0 72.0 347.0 172.0
images/train/51_2927.jpg,50,117.0 104.0 184.0 163.0
images/train/51_2928.jpg,50,66.0 92.0 274.0 142.0
images/train/51_2930.jpg,50,48.0 57.0 365.0 205.0
images/train/51_2931.jpg,50,121.0 144.0 166.0 103.0
images/train/51_2932.jpg,50,183.0 134.0 202.0 125.0
images/train/51_2933.jpg,50,120.0 68.0 241.0 164.0
images/train/51_2937.jpg,50,126.0 96.0 224.0 156.0
images/train/51_2939.jpg,50,155.0 66.0 266.0 168.0
images/train/51_2943.jpg,50,156.0 110.0 189.0 106.0
images/train/51_2944.jpg,50,74.0 66.0 254.0 134.0
images/train/51_2945.jpg,50,47.0 48.0 345.0 218.0
images/train/51_2946.jpg,50,133.0 68.0 233.0 269.0
images/train/51_2947.jpg,50,50.0 81.0 379.0 188.0
images/train/51_2948.jpg,50,128.0 63.0 204.0 116.0
images/train/52_2950.jpg,51,187.0 34.0 181.0 159.0
images/train/52_2953.jpg,51,120.0 52.0 341.0 245.0
images/train/52_2954.jpg,51,84.0 97.0 278.0 199.0
images/train/52_2955.jpg,51,158.0 78.0 169.0 185.0
images/train/52_2956.jpg,51,34.0 83.0 284.0 174.0
images/train/52_2958.jpg,51,78.0 59.0 180.0 120.0
images/train/52_2962.jpg,51,151.0 98.0 329.0 194.0
images/train/52_2964.jpg,51,68.0 40.0 409.0 242.0
images/train/52_2966.jpg,51,62.0 46.0 181.0 189.0
images/train/52_2969.jpg,51,106.0 112.0 268.0 152.0
images/train/52_2970.jpg,51,160.0 36.0 293.0 215.0
images/train/52_2972.jpg,51,110.0 167.0 205.0 163.0
images/train/52_2973.jpg,51,84.0 103.0 277.0 170.0
images/train/52_2976.jpg,51,83.0 22.0 273.0 316.0
images/train/52_2978.jpg,51,100.0 69.0 280.0 196.0
images/train/52_2980.jpg,51,172.0 39.0 201.0 153.0
images/train/52_2985.jpg,51,134.0 51.0 189.0 140.0
images/train/52_2986.jpg,51,92.0 117.0 216.0 120.0
images/train/52_2987.jpg,51,75.0 48.0 268.0 128.0
images/train/52_2989.jpg,51,121.0 58.0 257.0 166.0
images/train/52_2990.jpg,51,92.0 40.0 252.0 151.0
images/train/52_2994.jpg,51,121.0 77.0 276.0 160.0
images/train/52_2996.jpg,51,57.0 42.0 356.0 154.0
images/train/52_2998.jpg,51,134.0 110.0 280.0 139.0
images/train/52_2999.jpg,51,186.0 95.0 226.0 136.0
images/train/52_3000.jpg,51,213.0 63.0 202.0 125.0
images/train/52_3002.jpg,51,121.0 50.0 216.0 129.0
images/train/52_3003.jpg,51,129.0 48.0 239.0 128.0
images/train/52_3008.jpg,51,82.0 67.0 244.0 167.0
images/train/52_3009.jpg,51,89.0 106.0 190.0 131.0
images/train/53_3010.jpg,52,62.0 111.0 276.0 135.0
images/train/53_3014.jpg,52,99.0 42.0 285.0 152.0
images/train/53_3016.jpg,52,167.0 68.0 238.0 244.0
images/train/53_3017.jpg,52,26.0 7.0 370.0 259.0
images/train/53_3020.jpg,52,155.0 159.0 308.0 123.0
images/train/53_3023.jpg,52,131.0 73.0 232.0 129.0
images/train/53_3024.jpg,52,115.0 51.0 173.0 231.0
images/train/53_3026.jpg,52,153.0 89.0 276.0 122.0
images/train/53_3027.jpg,52,119.0 60.0 159.0 211.0
images/train/53_3028.jpg,52,65.0 97.0 311.0 155.0
images/train/53_3030.jpg,52,10.0 45.0 450.0 166.0
images/train/53_3031.jpg,52,81.0 31.0 304.0 187.0
images/train/53_3033.jpg,52,141.0 74.0 249.0 133.0
images/train/53_3035.jpg,52,113.0 105.0 255.0 156.0
images/train/53_3036.jpg,52,98.0 78.0 312.0 173.0
images/train/53_3038.jpg,52,203.0 72.0 248.0 140.0
images/train/53_3040.jpg,52,113.0 64.0 302.0 144.0
images/train/53_3041.jpg,52,122.0 90.0 221.0 108.0
images/train/53_3042.jpg,52,108.0 137.0 339.0 178.0
images/train/53_3043.jpg,52,94.0 103.0 322.0 142.0
images/train/53_3044.jpg,52,227.0 108.0 203.0 124.0
images/train/53_3046.jpg,52,100.0 9.0 322.0 137.0
images/train/53_3047.jpg,52,211.0 62.0 215.0 213.0
images/train/53_3048.jpg,52,31.0 86.0 379.0 143.0
images/train/53_3049.jpg,52,109.0 125.0 231.0 153.0
images/train/53_3052.jpg,52,26.0 44.0 312.0 271.0
images/train/53_3054.jpg,52,32.0 73.0 305.0 273.0
images/train/53_3065.jpg,52,78.0 117.0 269.0 127.0
images/train/53_3068.jpg,52,28.0 35.0 434.0 265.0
images/train/53_3069.jpg,52,29.0 33.0 332.0 209.0
images/train/54_3070.jpg,53,52.0 93.0 317.0 315.0
images/train/54_3073.jpg,53,70.0 138.0 149.0 111.0
images/train/54_3077.jpg,53,141.0 62.0 174.0 334.0
images/train/54_3079.jpg,53,146.0 237.0 156.0 143.0
images/train/54_3082.jpg,53,56.0 100.0 391.0 278.0
images/train/54_3085.jpg,53,133.0 52.0 237.0 208.0
images/train/54_3086.jpg,53,79.0 108.0 265.0 150.0
images/train/54_3088.jpg,53,33.0 233.0 173.0 183.0
images/train/54_3089.jpg,53,35.0 36.0 321.0 264.0
images/train/54_3092.jpg,53,158.0 102.0 139.0 180.0
images/train/54_3093.jpg,53,23.0 73.0 396.0 183.0
images/train/54_3094.jpg,53,194.0 116.0 213.0 126.0
images/train/54_3095.jpg,53,126.0 139.0 185.0 181.0
images/train/54_3096.jpg,53,42.0 45.0 212.0 263.0
images/train/54_3102.jpg,53,91.0 122.0 253.0 304.0
images/train/54_3103.jpg,53,39.0 92.0 214.0 373.0
images/train/54_3104.jpg,53,128.0 92.0 319.0 299.0
images/train/54_3106.jpg,53,151.0 100.0 172.0 357.0
images/train/54_3109.jpg,53,224.0 76.0 236.0 209.0
images/train/54_3113.jpg,53,135.0 49.0 128.0 306.0
images/train/54_3114.jpg,53,132.0 112.0 256.0 294.0
images/train/54_3115.jpg,53,240.0 122.0 132.0 132.0
images/train/54_3117.jpg,53,134.0 120.0 334.0 239.0
images/train/54_3119.jpg,53,134.0 98.0 292.0 193.0
images/train/54_3120.jpg,53,150.0 78.0 135.0 230.0
images/train/54_3121.jpg,53,17.0 152.0 259.0 260.0
images/train/54_3122.jpg,53,128.0 74.0 156.0 216.0
images/train/54_3123.jpg,53,161.0 28.0 220.0 323.0
images/train/54_3125.jpg,53,244.0 46.0 118.0 174.0
images/train/54_3126.jpg,53,160.0 107.0 139.0 127.0
images/train/55_3132.jpg,54,148.0 19.0 312.0 311.0
images/train/55_3134.jpg,54,122.0 54.0 209.0 258.0
images/train/55_3139.jpg,54,42.0 147.0 283.0 217.0
images/train/55_3141.jpg,54,106.0 112.0 295.0 244.0
images/train/55_3142.jpg,54,51.0 96.0 363.0 276.0
images/train/55_3143.jpg,54,144.0 148.0 227.0 120.0
images/train/55_3145.jpg,54,168.0 90.0 194.0 186.0
images/train/55_3147.jpg,54,91.0 70.0 202.0 266.0
images/train/55_3149.jpg,54,148.0 71.0 234.0 231.0
images/train/55_3152.jpg,54,127.0 115.0 171.0 194.0
images/train/55_3157.jpg,54,35.0 99.0 238.0 344.0
images/train/55_3158.jpg,54,87.0 150.0 291.0 227.0
images/train/55_3159.jpg,54,39.0 108.0 270.0 303.0
images/train/55_3160.jpg,54,165.0 153.0 258.0 120.0
images/train/55_3161.jpg,54,109.0 78.0 162.0 225.0
images/train/55_3163.jpg,54,160.0 111.0 236.0 234.0
images/train/55_3164.jpg,54,159.0 47.0 287.0 246.0
images/train/55_3165.jpg,54,92.0 174.0 231.0 146.0
images/train/55_3167.jpg,54,170.0 80.0 185.0 224.0
images/train/55_3173.jpg,54,166.0 45.0 319.0 331.0
images/train/55_3174.jpg,54,25.0 17.0 435.0 353.0
images/train/55_3175.jpg,54,210.0 76.0 244.0 218.0
images/train/55_3177.jpg,54,192.0 31.0 306.0 224.0
images/train/55_3178.jpg,54,127.0 63.0 338.0 231.0
images/train/55_3180.jpg,54,60.0 33.0 294.0 289.0
images/train/55_3181.jpg,54,128.0 151.0 309.0 207.0
images/train/55_3183.jpg,54,111.0 40.0 371.0 248.0
images/train/55_3187.jpg,54,140.0 104.0 307.0 231.0
images/train/55_3188.jpg,54,135.0 96.0 254.0 296.0
images/train/55_3189.jpg,54,86.0 9.0 310.0 374.0
images/train/56_3194.jpg,55,249.0 42.0 108.0 254.0
images/train/56_3196.jpg,55,36.0 71.0 320.0 257.0
images/train/56_3197.jpg,55,186.0 63.0 206.0 226.0
images/train/56_3199.jpg,55,55.0 93.0 217.0 280.0
images/train/56_3200.jpg,55,23.0 65.0 248.0 296.0
images/train/56_3202.jpg,55,86.0 83.0 216.0 165.0
images/train/56_3203.jpg,55,169.0 46.0 230.0 315.0
images/train/56_3205.jpg,55,106.0 197.0 213.0 299.0
images/train/56_3207.jpg,55,96.0 182.0 316.0 244.0
images/train/56_3208.jpg,55,59.0 81.0 333.0 240.0
images/train/56_3209.jpg,55,122.0 89.0 239.0 228.0
images/train/56_3210.jpg,55,22.0 76.0 204.0 293.0
images/train/56_3212.jpg,55,111.0 38.0 376.0 227.0
images/train/56_3213.jpg,55,17.0 97.0 413.0 195.0
images/train/56_3214.jpg,55,87.0 204.0 245.0 229.0
images/train/56_3215.jpg,55,46.0 49.0 359.0 418.0
images/train/56_3217.jpg,55,23.0 127.0 257.0 243.0
images/train/56_3221.jpg,55,119.0 17.0 291.0 315.0
images/train/56_3224.jpg,55,40.0 43.0 310.0 331.0
images/train/56_3229.jpg,55,62.0 23.0 375.0 235.0
images/train/56_3232.jpg,55,189.0 54.0 274.0 222.0
images/train/56_3234.jpg,55,62.0 104.0 162.0 245.0
images/train/56_3235.jpg,55,68.0 79.0 221.0 219.0
images/train/56_3236.jpg,55,43.0 54.0 324.0 261.0
images/train/56_3237.jpg,55,141.0 99.0 196.0 132.0
images/train/56_3238.jpg,55,83.0 13.0 279.0 342.0
images/train/56_3240.jpg,55,113.0 116.0 196.0 163.0
images/train/56_3241.jpg,55,160.0 44.0 287.0 248.0
images/train/56_3245.jpg,55,54.0 40.0 265.0 332.0
images/train/56_3248.jpg,55,216.0 76.0 207.0 124.0
images/train/57_3250.jpg,56,16.0 34.0 414.0 314.0
images/train/57_3255.jpg,56,97.0 72.0 105.0 115.0
images/train/57_3256.jpg,56,64.0 68.0 288.0 235.0
images/train/57_3260.jpg,56,7.0 26.0 473.0 398.0
images/train/57_3262.jpg,56,70.0 112.0 257.0 256.0
images/train/57_3263.jpg,56,45.0 14.0 304.0 318.0
images/train/57_3265.jpg,56,53.0 94.0 174.0 244.0
images/train/57_3266.jpg,56,4.0 101.0 430.0 263.0
images/train/57_3268.jpg,56,47.0 124.0 285.0 320.0
images/train/57_3270.jpg,56,26.0 39.0 349.0 264.0
images/train/57_3271.jpg,56,99.0 104.0 233.0 306.0
images/train/57_3272.jpg,56,63.0 85.0 265.0 295.0
images/train/57_3274.jpg,56,105.0 68.0 262.0 398.0
images/train/57_3275.jpg,56,17.0 17.0 450.0 300.0
images/train/57_3277.jpg,56,92.0 117.0 262.0 226.0
images/train/57_3278.jpg,56,25.0 125.0 291.0 243.0
images/train/57_3279.jpg,56,142.0 49.0 196.0 326.0
images/train/57_3281.jpg,56,30.0 73.0 367.0 226.0
images/train/57_3283.jpg,56,146.0 74.0 217.0 336.0
images/train/57_3286.jpg,56,65.0 94.0 262.0 286.0
images/train/57_3288.jpg,56,246.0 94.0 122.0 156.0
images/train/57_3289.jpg,56,20.0 119.0 305.0 227.0
images/train/57_3293.jpg,56,153.0 36.0 334.0 284.0
images/train/57_3297.jpg,56,7.0 45.0 328.0 279.0
images/train/57_3300.jpg,56,52.0 82.0 231.0 406.0
images/train/57_3303.jpg,56,242.0 120.0 121.0 125.0
images/train/57_3304.jpg,56,169.0 93.0 140.0 228.0
images/train/57_3306.jpg,56,118.0 118.0 291.0 182.0
images/train/57_3308.jpg,56,35.0 94.0 265.0 323.0
images/train/57_3309.jpg,56,132.0 116.0 254.0 171.0
images/train/58_3310.jpg,57,6.0 60.0 472.0 209.0
images/train/58_3311.jpg,57,110.0 73.0 206.0 281.0
images/train/58_3314.jpg,57,238.0 71.0 220.0 100.0
images/train/58_3316.jpg,57,138.0 56.0 273.0 271.0
images/train/58_3320.jpg,57,88.0 82.0 346.0 272.0
images/train/58_3324.jpg,57,132.0 69.0 172.0 258.0
images/train/58_3325.jpg,57,158.0 31.0 139.0 264.0
images/train/58_3332.jpg,57,147.0 117.0 266.0 114.0
images/train/58_3333.jpg,57,176.0 120.0 275.0 225.0
images/train/58_3334.jpg,57,213.0 77.0 181.0 149.0
images/train/58_3335.jpg,57,57.0 91.0 395.0 179.0
images/train/58_3336.jpg,57,46.0 44.0 336.0 218.0
images/train/58_3337.jpg,57,116.0 35.0 218.0 278.0
images/train/58_3338.jpg,57,165.0 92.0 143.0 112.0
images/train/58_3339.jpg,57,129.0 26.0 339.0 270.0
images/train/58_3340.jpg,57,4.0 61.0 469.0 208.0
images/train/58_3341.jpg,57,132.0 128.0 230.0 123.0
images/train/58_3343.jpg,57,140.0 150.0 197.0 260.0
images/train/58_3345.jpg,57,172.0 94.0 126.0 156.0
images/train/58_3346.jpg,57,20.0 62.0 479.0 268.0
images/train/58_3347.jpg,57,149.0 142.0 155.0 106.0
images/train/58_3348.jpg,57,149.0 80.0 240.0 169.0
images/train/58_3349.jpg,57,125.0 115.0 189.0 336.0
images/train/58_3352.jpg,57,145.0 86.0 195.0 242.0
images/train/58_3355.jpg,57,57.0 74.0 426.0 159.0
images/train/58_3360.jpg,57,184.0 116.0 214.0 132.0
images/train/58_3362.jpg,57,38.0 40.0 297.0 253.0
images/train/58_3363.jpg,57,132.0 90.0 212.0 216.0
images/train/58_3365.jpg,57,10.0 20.0 465.0 287.0
images/train/58_3366.jpg,57,136.0 117.0 249.0 133.0
images/train/59_3369.jpg,58,82.0 73.0 320.0 130.0
images/train/59_3371.jpg,58,106.0 175.0 282.0 119.0
images/train/59_3373.jpg,58,108.0 151.0 257.0 163.0
images/train/59_3374.jpg,58,31.0 13.0 173.0 222.0
images/train/59_3375.jpg,58,227.0 74.0 272.0 203.0
images/train/59_3380.jpg,58,208.0 49.0 282.0 257.0
images/train/59_3381.jpg,58,71.0 96.0 242.0 222.0
images/train/59_3382.jpg,58,187.0 56.0 275.0 262.0
images/train/59_3385.jpg,58,181.0 51.0 245.0 283.0
images/train/59_3387.jpg,58,86.0 85.0 356.0 285.0
images/train/59_3388.jpg,58,116.0 8.0 284.0 334.0
images/train/59_3389.jpg,58,67.0 68.0 225.0 112.0
images/train/59_3392.jpg,58,99.0 99.0 252.0 164.0
images/train/59_3394.jpg,58,131.0 163.0 181.0 111.0
images/train/59_3395.jpg,58,55.0 92.0 292.0 183.0
images/train/59_3396.jpg,58,125.0 30.0 314.0 269.0
images/train/59_3397.jpg,58,38.0 57.0 436.0 407.0
images/train/59_3398.jpg,58,10.0 95.0 477.0 155.0
images/train/59_3401.jpg,58,39.0 62.0 341.0 315.0
images/train/59_3402.jpg,58,72.0 28.0 372.0 443.0
images/train/59_3405.jpg,58,83.0 74.0 200.0 165.0
images/train/59_3407.jpg,58,219.0 6.0 260.0 231.0
images/train/59_3412.jpg,58,204.0 120.0 295.0 257.0
images/train/59_3415.jpg,58,161.0 109.0 250.0 169.0
images/train/59_3422.jpg,58,88.0 72.0 243.0 200.0
images/train/59_3423.jpg,58,174.0 58.0 165.0 198.0
images/train/59_3424.jpg,58,30.0 26.0 407.0 277.0
images/train/59_3425.jpg,58,181.0 294.0 142.0 124.0
images/train/59_3426.jpg,58,120.0 47.0 168.0 171.0
images/train/59_3427.jpg,58,36.0 76.0 344.0 215.0
images/train/60_3429.jpg,59,43.0 92.0 270.0 258.0
images/train/60_3430.jpg,59,119.0 60.0 323.0 267.0
images/train/60_3431.jpg,59,97.0 115.0 248.0 179.0
images/train/60_3435.jpg,59,182.0 28.0 260.0 215.0
images/train/60_3437.jpg,59,8.0 14.0 453.0 378.0
images/train/60_3438.jpg,59,192.0 133.0 192.0 143.0
images/train/60_3439.jpg,59,77.0 30.0 357.0 283.0
images/train/60_3440.jpg,59,85.0 198.0 227.0 281.0
images/train/60_3441.jpg,59,67.0 88.0 323.0 208.0
images/train/60_3443.jpg,59,144.0 50.0 307.0 253.0
images/train/60_3447.jpg,59,8.0 36.0 410.0 370.0
images/train/60_3451.jpg,59,121.0 73.0 267.0 265.0
images/train/60_3456.jpg,59,113.0 71.0 265.0 319.0
images/train/60_3458.jpg,59,62.0 282.0 201.0 172.0
images/train/60_3459.jpg,59,56.0 38.0 404.0 308.0
images/train/60_3460.jpg,59,201.0 128.0 115.0 134.0
images/train/60_3462.jpg,59,115.0 111.0 263.0 191.0
images/train/60_3463.jpg,59,52.0 18.0 373.0 283.0
images/train/60_3464.jpg,59,160.0 49.0 164.0 245.0
images/train/60_3466.jpg,59,22.0 112.0 402.0 385.0
images/train/60_3467.jpg,59,98.0 43.0 260.0 259.0
images/train/60_3468.jpg,59,88.0 29.0 196.0 174.0
images/train/60_3471.jpg,59,41.0 79.0 381.0 229.0
images/train/60_3473.jpg,59,98.0 72.0 397.0 254.0
images/train/60_3476.jpg,59,159.0 78.0 291.0 249.0
images/train/60_3479.jpg,59,3.0 37.0 436.0 335.0
images/train/60_3481.jpg,59,76.0 18.0 359.0 301.0
images/train/60_3482.jpg,59,7.0 47.0 466.0 342.0
images/train/60_3484.jpg,59,60.0 51.0 306.0 261.0
images/train/60_3486.jpg,59,59.0 39.0 317.0 334.0
images/train/61_3488.jpg,60,136.0 66.0 313.0 206.0
images/train/61_3493.jpg,60,27.0 32.0 323.0 283.0
images/train/61_3497.jpg,60,11.0 21.0 341.0 332.0
images/train/61_3498.jpg,60,124.0 39.0 307.0 242.0
images/train/61_3501.jpg,60,126.0 21.0 275.0 222.0
images/train/61_3502.jpg,60,67.0 110.0 263.0 240.0
